product_id,product_name,category,discounted_price,actual_price,avg_rating,unique_reviewers,rating_count_sum,median_review_length,aggregated_reviews,total_review_rows
B0083T231O,Belkin Essential Series 4-Socket Surge Protector Universal Socket with 5ft Heavy Duty Cable (Grey),Electronics|PowerAccessories|SurgeProtectors,1289.0,1499.0,4.5,8,165344.0,99.0,good product with bad resellers product is excellent. but belkin should check with their sellers as the packaging are worst and also wear and tear signs on the product package. ||| works great works great no problem so far.the build could have been slightly better ||| best in class. it a complate surge protection device ||| best quality surge protector having a circuit to stop surge & power fluctuations. go with it without any questions. ||| sturdy and safe surge protector! working without any issues from purchased ||| good must needed surge protector for voltage fluctuations. brand belkin proven once again that they are trust worthy. ||| perfect product. i have been using belkin surge socket for aroun 10 years for my desk top system and my tv. working well. added one more for another tv ||| best quality been using for more than a year. no troubles at all. great quality,8
B0085IATT6,"D-Link DIR-615 Wi-fi Ethernet-N300 Single_band 300Mbps Router, Mobile App Support, Router | AP | Repeater | Client Modes(Black)",Computers&Accessories|NetworkingDevices|Routers,899.0,1800.0,4.1,8,179000.0,61.5,very good very good connectivity ||| it does what it's supposed to do update to my below review. issue was mac authentication ||| affordable for anyone with pppoe broad band connection make a note of ur existing routers mac address (go in the settings and see not the mac address on the sticker) and use it while setting up this otherwise reach out to your isp they can update your new mac address.not sure what is going on ||| not a original pakage but pppoe broadband connection is failing. i already have an iball router which works just fine but had some wifi issues hence i bought this. so set this one as an access point from my iball router wifi is decent gets around 30-40 mbps on my 100mbps connection. ||| good as of now it is working fine. the product is quite cost effective ||| less speed rj45 cabel is missing. ||| no issues good ||| not too much good gives less speed compared to others,8
B0085W2MUQ,Orpat HHB-100E 250-Watt Hand Blender (White),Home&Kitchen|Kitchen&HomeAppliances|SmallKitchenAppliances|HandBlenders,765.0,970.0,4.2,8,48440.0,79.0,"better than i expected! pros:1) looking at the picture ||| good i thought it would just be the blender with some cap to cover the blade. turns out the ""cap"" was actually a pretty nice container to blend small amounts of anything. the container itself seems of great quality ||| good product has measurements on the side ||| great durability and original products and also comes with a lid so that nothing splatters outside when you're using the blender.2) there is also a holder with some nails if you wanna mount the blender on a wall.3) the blender itself is amazing to hold ||| very nice ! looks great ||| good product and is pretty easy to use.4) the blender can even stand on its own if you have to leave it and attend to something else. if you place it vertically ||| good you can leave it as it is.cons:1) after over 15 seconds of continuous blending (that is ||| good product if i'm not just pulsing it but continuously blending)",8
B0088TKTY2,"TP-LINK WiFi Dongle 300 Mbps Mini Wireless Network USB Wi-Fi Adapter for PC Desktop Laptop(Supports Windows 11/10/8.1/8/7/XP, Mac OS 10.9-10.15 and Linux, WPS, Soft AP Mode, USB 2.0) (TL-WN823N),Black",Computers&Accessories|NetworkingDevices|NetworkAdapters|WirelessUSBAdapters,649.0,1399.0,4.2,8,1437528.0,112.5,works on linux for me. get the model with antenna. i use this to connect an old pc to internet. i tried lubuntu 20 and ubuntu 22 ||| does what it say but other brands available at lesser price it worked out of the box in both ||| easy handle didn't have to do any setup. there's an extender cable so you can place this in a comfortable place. get the model with antenna because otherwise you'll have range problems if you're not directly in line of sight from your wifi router. ||| great product the wifi dongle is a simple plug & play device ||| perfect working will start catching available networks right after you plug it into your usb port ||| speed is perfect no additional installations/ softwares requires. signal strength is good.... just wonder what would be different in other adapters of lesser known brands which are available at a much more competitive pricing ||| great design hence a star less. ||| build pros:*easy to use & portable*can be connected to mobile hotspot and used in pc( budget friendly)*less installation process*no heating issues & good coverage*best alternative for usb tethering (phone's battery may get damaged for long term run with tethering)cons:*internet connection speed varies at times,8
B008FWZGSG,"Samsung Original Type C to C Cable - 3.28 Feet (1 Meter), White",Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,599.0,599.0,4.3,8,5680.0,59.5,good buy it ||| genuine product received in good condition and is working properly ||| not first charge this cabil this price cabil not good ||| nice cable but known durability and also short ||| got a used type c to c cable and the xable was damaged i am using from 2 months and charging the phone in good way and it's really value for money.. i recommend this cable. ||| the product is genuine and good ||| abdul kadir the cable is perfect for 3a charging devices . support super fast charging and can be used in vehicle chargers and adapters. sturdy and durable for daily use ||| good best cable i have ever used by amazon .worth it . guys just take it ||| good buy it ||| genuine product received in good condition and is working properly ||| not first charge this cabil this price cabil not good ||| nice cable but known durability and also short ||| got a used type c to c cable and the xable was damaged i am using from 2 months and charging the phone in good way and it's really value for money.. i recommend this cable. ||| the product is genuine and good ||| abdul kadir the cable is perfect for 3a charging devices . support super fast charging and can be used in vehicle chargers and adapters. sturdy and durable for daily use ||| good best cable i have ever used by amazon .worth it . guys just take it,16
B008IFXQFU,"TP-Link USB WiFi Adapter for PC(TL-WN725N), N150 Wireless Network Adapter for Desktop - Nano Size WiFi Dongle Compatible with Windows 11/10/7/8/8.1/XP/ Mac OS 10.9-10.15 Linux Kernel 2.6.18-4.4.3",Computers&Accessories|NetworkingDevices|NetworkAdapters|WirelessUSBAdapters,499.0,999.0,4.2,8,1437528.0,112.5,works on linux for me. get the model with antenna. i use this to connect an old pc to internet. i tried lubuntu 20 and ubuntu 22 ||| does what it say but other brands available at lesser price it worked out of the box in both ||| easy handle didn't have to do any setup. there's an extender cable so you can place this in a comfortable place. get the model with antenna because otherwise you'll have range problems if you're not directly in line of sight from your wifi router. ||| great product the wifi dongle is a simple plug & play device ||| perfect working will start catching available networks right after you plug it into your usb port ||| speed is perfect no additional installations/ softwares requires. signal strength is good.... just wonder what would be different in other adapters of lesser known brands which are available at a much more competitive pricing ||| great design hence a star less. ||| build pros:*easy to use & portable*can be connected to mobile hotspot and used in pc( budget friendly)*less installation process*no heating issues & good coverage*best alternative for usb tethering (phone's battery may get damaged for long term run with tethering)cons:*internet connection speed varies at times,8
B008LN8KDM,Philips GC1920/28 1440-Watt Non-Stick Soleplate Steam Iron,"Home&Kitchen|Kitchen&HomeAppliances|Vacuum,Cleaning&Ironing|Irons,Steamers&Accessories|Irons|SteamIrons",1849.0,2095.0,4.3,8,61448.0,46.0,does the stated purpose does the work ||| good good ||| good superb ||| steam iron all good. ||| light weight and easy to use iron philips a trust worthy product. very easy to use and light weight iron ||| functional & hard to use great product. has many features. but using them is tricky. i tried to use the steam and spray for a few weeks and gave up. i wish the product owner had focused a little more on easy of use. there is no point in having great functionality ||| overall a good product if end-user can't easily use it. ||| using it for a month. so far it is working well. overall it's good but after a month inside wire was disconnected it's stopped working it took me another 2 days to get it fixed by near by electrician.,8
B008P7IF02,Morphy Richards New Europa 800-Watt Espresso and Cappuccino 4-Cup Coffee Maker (Black),"Home&Kitchen|Kitchen&HomeAppliances|Coffee,Tea&Espresso|EspressoMachines",4799.0,5795.0,3.9,8,30520.0,118.5,sufficient for a family this machine can easily brew coffee for a family of 4-6 members at a time. some people asked whether this can be used in a cafe. the answer is simple 'no'. reason is that this isn't a sophisticated machine like a professional commercial grade coffee brewer.now my experience with this machine was good. and a bad thing was that i did not get the steam pipe sleeve. except that ||| makes superior coffee everything was well packed. when you buy this machine ||| almost par with those brewed in ccd make sure to rinse the internal passage. throw the first water from the machine. thoroughly wash the caraffe ||| value for money puck ||| nice filter and measurement spoon. remember to never use dishwash gel or soaps to wash carafe ||| doesn’t justify the description puck or anything such. it may ruin the coffee aroma.method (efficient as per my opinion):1. fill the water in tank. no need to measure it as it can be controlled with the selector. don't run it dry. it may damage the heating element or pump.2. switch on the machine. after that ||| good for the price pour the ground coffee powder inside the filter ||| unnecessary buy level it and press it to compress. i use 1:2 ratio. 1 spoon of coffee powder to 2 spoon of water at output.3. before changing over to drip mode,8
B008QS9J6Y,"Logitech C270 Digital HD Webcam with Widescreen HD Video Calling, HD Light Correction, Noise-Reducing Mic, for Skype, FaceTime, Hangouts, WebEx, PC/Mac/Laptop/MacBook/Tablet - (Black, HD 720p/30fps)",Computers&Accessories|Accessories&Peripherals|Audio&VideoAccessories|Webcams&VoIPEquipment|Webcams,1990.0,2595.0,4.3,8,163184.0,59.5,amazing product! totally worth it! product is quality is good and beyond expectation in such a price range. wish company has added other features and some add on in quality and more megapixels to it.best buy for students and working professionals ||| good product at in this range. but don't consider it for buying if you are into content creation and for your organisation.my overall rating is 4.2 out of 5 !! ||| thik thak photo aa jata hai. value for money ||| good product google meet par chalaya tha photo thik thak aa raha hai. ||| review used for online examination. good product!! ||| nice hd webcam good pic quality ||| not all of logitech's products are excellent. image and video call quality improve afterall its hd camera gives better output than laptops original basic camera. inbuilt mic quality is nice and noise cancellation working fine. ||| decent buy for the price. i paid rs 1,8
B008QTK47Q,Philips GC1905 1440-Watt Steam Iron with Spray (Blue),"Home&Kitchen|Kitchen&HomeAppliances|Vacuum,Cleaning&Ironing|Irons,Steamers&Accessories|Irons|SteamIrons",1614.0,1745.0,4.3,8,303792.0,145.5,how to choose an iron ? this one-a decent combo of features & price.cable quality not good though. update as on 28.10.2018:*********************************the power cord has developed twists beyond repair and the seperate cores are now visible ||| quality iron for power users with effective spray & steam function | review | guide | tips the insulation pvc of the cores doesn't look very durable.i don't know why such standard manufacturers can't provide a decent durable cable?the iron however is performing flawlessly.still disappointed ||| doesn’t remove hard wrinkles. as in coming weeks i'll have to change the cable for sure.reducing one star for compromising upon the cable quality by such a big brand name.how it started - the need for an iron:xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxrecently ||| easyto use but it leaks water my previous bajaj make dry iron ||| very easy to use which i received as a gift from somewhere ||| good product started giving problems after two years of occasional use & with “not so careful handling and care”. initially ||| quick warm up its wires insulation inside was found rotten around the iron entry point which i repaired myself and later its thermostat started giving problems. finally ||| not good its on indication went off and i decided that it was time to bid goodbye to it and find a new one.hence,8
B008YW3CYM,USHA EI 1602 1000 W Lightweight Dry Iron with Non-Stick Soleplate (Multi-colour),"Home&Kitchen|Kitchen&HomeAppliances|Vacuum,Cleaning&Ironing|Irons,Steamers&Accessories|Irons|DryIrons",616.0,1190.0,4.1,8,297008.0,58.0,lightweight dry iron good product for basic dry ironing and a must have for every house-hold. temperature ccontrol is not that great and could have been a knob instead of a circular disc that everyone makes. innovation? overall i would recommend thsi product as it does all your basic dry ironing and better than philips i bogutht sometime back that has a sharp steel edge that kind of rips soft clothes. i recommend usha. ||| best iron on cheap rate i had previously purchased on 2018 it was running fine from last 4 years and i got job in a different place do i have ordered again ||| simple and good worth for money. ||| good product in this price range. however worth for money ||| i recevied a bit damaged product at the handle. good product in this price range. however ||| good i recevied a bit damaged product at the handle. throug ||| amazing product i fixed it & using it. ||| hot11 very good product,8
B008YW8M0G,"Bajaj DX-7 1000W Dry Iron with Advance Soleplate and Anti-bacterial German Coating Technology, White","Home&Kitchen|Kitchen&HomeAppliances|Vacuum,Cleaning&Ironing|Irons,Steamers&Accessories|Irons|DryIrons",775.0,875.0,4.2,8,373176.0,55.5,nice iron box. temperature control can be better. nice one ||| product quality i am used to phillips for so long now ||| very nice product but the plate coating was gone ||| great product causing damage ||| it is gud for normal use... stains on clothes. so checked and went ahead with bajaj did to its reviews and brand value. i would say decent product ||| okk easy to use only thing is temperature control could be little better compared to phillips and pressing needs more weight to be applied compared to phillips. ||| it's good it very good product and reliability. almost iam using more than 4 months ||| nice product nice product,8
B00935MD1C,"Prestige PRWO 1.8-2 700-Watts Delight Electric Rice Cooker with 2 Aluminium Cooking Pans - 1.8 Liters, White",Home&Kitchen|Kitchen&HomeAppliances|SmallKitchenAppliances|Rice&PastaCookers,2719.0,3945.0,3.7,7,93842.0,37.0,totally simple and good product we are using it for cooking rice ||| good its getting repair regularly ||| normal recently i buy new rice cooker it is average ||| rice cooker is good excellent product ||| excellent product very good product ||| gud product power adapter is not working pins are gone wrong. remaking all are good ||| power like,7
B00935MGHS,"Prestige PSMFB 800 Watt Sandwich Toaster with Fixed Plates, Black",Home&Kitchen|Kitchen&HomeAppliances|SmallKitchenAppliances|SandwichMakers,1199.0,1795.0,4.2,8,47736.0,93.0,no power butten to on and off. easy to use ||| nothing easy to clean ||| product is ok-ok there is no timer or power button to set timer or to on and off the toaster. its a good product otherwise. ||| it's auto close green light is not working. yes ||| good but cord length is short. must be atleast 4 fts sandwich 🥪 ||| nice to use quality is not so good. the finishing is also not proper. first i got product where lot of scratches were there on the insulating plates and finishing was bad.later ||| good got the replacement but still the finishing was vague.product is also very light which is good but not sure about the build quality inside.make sure you read the replacement and return thing. else you may end up having this product even if you wish to return.overall ok ok product ||| good product when auto close system doesn't work than there is no use of this product. please do the needful and next time whenever you send it please check the product. otherwise you will loose your dignity.,8
B009DA69W6,KENT Gold Optima Gravity Water Purifier (11016) | UF Technology Based | Non-Electric & Chemical Free | Counter Top | 10L Storage | White,Home&Kitchen|Kitchen&HomeAppliances|WaterPurifiers&Accessories|WaterFilters&Purifiers,1699.0,1900.0,3.6,7,80192.0,50.0,nice nice 👍 ||| overall satisfied with the product the one thing i liked is its work very well and is really easy to install... but i did expected it to be little more big but the size is small ||| good spares difficult to buy ||| nice products cheap and good pure it ||| slow filteration the filteration speed is slow. don't go for it if you are a family. ||| fit for 2 people installation is a bit tricky but can be done .this varient is fit for a family of 2-3 people only.it takes time to pour water in the filter.... overall fine product ||| mini filter this filter is very small for 1 person,7
B009LJ2BXA,"Hp Wired On Ear Headphones With Mic With 3.5 Mm Drivers, In-Built Noise Cancelling, Foldable And Adjustable For Laptop/Pc/Office/Home/ 1 Year Warranty (B4B09Pa)",Computers&Accessories|Accessories&Peripherals|Audio&VideoAccessories|PCHeadsets,649.0,999.0,3.5,8,57776.0,70.5,headset not a perfect fit for long usage ||| overall a good product. sound quality and mic quality is quite satisfactory one problem you may face if you use it continuously for a long time may be ear ache can be start.. ||| an ordinary headphone although it's an hp product there's nothing to write home about this headphone. it does what it is promised and there's value for money as you can trust the brand but don't expect anything 'extra'. no volume control or on/off button ||| though its from hp comfortable to wear but not designed for comfort ||| hp headphone clear sound ||| sound quality is good. and a mic but no advanced features for either. yet it's good for the price! ||| it’s okay product would not meet my expectation and sound quality is poor. ||| it is good product sound quality is good,8
B009P2L7CO,"Bajaj DHX-9 1000W Heavy Weight Dry Iron with Advance Soleplate and Anti-Bacterial German Coating Technology, Ivory","Home&Kitchen|Kitchen&HomeAppliances|Vacuum,Cleaning&Ironing|Irons,Steamers&Accessories|Irons|DryIrons",1099.0,1920.0,4.2,8,78176.0,30.0,good one good product. weight is reduced a bit ||| punchuality damage product deliveredtwo times ||| good product works fine even after 4 months as of now going good ||| good quality fine good to use ||| పర్వాలేదు లైట్ వెయిట్ ||| perfect for use perfect for use ||| good good ||| 👍 👍 👍 👍 👍 👍,8
B009P2LIL4,"Bajaj Majesty RX10 2000 Watts Heat Convector Room Heater (White, ISI Approved)","Home&Kitchen|Heating,Cooling&AirQuality|RoomHeaters|HeatConvectors",2219.0,3080.0,3.6,8,3744.0,43.0,very good plastic but cool body ||| work but front melt after 2 month u have to find sturdy surface to put it vertically ||| good one on plastic stool it vibrate in vertical position ||| it is durable u need bigger plug point for it ||| review. very fast and effective heating ||| defective product it through cold air too ||| nice product price is bit high but it's bajaj so good.very good buy. ||| nice product using after only 2 months,8
B009P2LITG,"Bajaj Majesty RX11 2000 Watts Heat Convector Room Heater (White, ISI Approved)","Home&Kitchen|Heating,Cooling&AirQuality|RoomHeaters|ElectricHeaters",2169.0,3279.0,4.1,8,13728.0,25.5,useful on winter / cold deasons writing review after using more than month. product really helps during winter season / when you feel cold.adjustment for heat temp based on power watts available.there is a regulator available to adjust fan speed but it won't work by design. it works as like on / off function ||| socket required just tested the heater it is working fine but 15amp socket is required. ||| nice product is good ||| good quality good quality ||| handy good one ||| handy and easy to use the procduct is handy and light weight. also you can use ti in bed easily. ||| liked it it's light weight ||| good and work efficiently,8
B009P2LK08,"Bajaj Minor 1000 Watts Radiant Room Heater (Steel, ISI Approved)","Home&Kitchen|Heating,Cooling&AirQuality|RoomHeaters|ElectricHeaters",749.0,1129.0,4.0,8,19568.0,30.0,poor packaging पहले भी 2 बजाज के रूम हीटर मैंने अमेजन से मंगवाए थे जो बजाज के पैकेजिंग डिब्बे को एक दूसरे बड़े अमेजन के डिब्बे में पैक करके आया था और सुरक्षित प्राप्त हुए। इस बार सीधे ही बजाज के डिब्बे पे एड्रेस चिपका के भेज दिया मेरे पास आने तक डिब्बा कई जगह से फट गया था प्लीज पैकिंग को पुनः एक और डिब्बे में करके भेजे ||| nice products nice products ||| good good product ||| spr ||| worth to money less heating according to the price. ||| heating is little less works well ||| good for heating a single room. has been using it from a month for bangalore like temperature in winters. good for a single room heating purpose. doesnt get too much heated. kept it on whole night. there is no temp control as it is not needed for 1000watt heaters. ||| acha hai acha hai,8
B009P2LK80,"Bajaj Deluxe 2000 Watts Halogen Room Heater (Steel, ISI Approved), Multicolor","Home&Kitchen|Heating,Cooling&AirQuality|RoomHeaters|HalogenHeaters",1409.0,1639.0,3.7,8,6296.0,96.5,overall good product product is very nice. but it has bigger socket plug which is not easly available in all the corners.it is not very suffocating. ||| value for money 👍 ||| brand you can go for it ||| heater however you should be knowing that it consumes a lot of electricity ||| good product for home room heater you can buy it of you live in punjab as upto 300 units are free ..hehe ||| it's not repairable at all. i had it earlier and bought it again. it helps to keep the place really warm ||| electricity current passing through its entire body very good product in winter for kids and much more ||| one rod is not working solution i have all ecectric devices are prone to damages and faults,8
B009UORDX4,"Philips Hi113 1000-Watt Plastic Body Ptfe Coating Dry Iron, Pack of 1","Home&Kitchen|Kitchen&HomeAppliances|Vacuum,Cleaning&Ironing|Irons,Steamers&Accessories|Irons|DryIrons",949.0,975.0,4.3,8,57784.0,25.5,good it's okay ||| good product product good ||| heating is less all ok but heat is less on full speed. today is 6 october if u replace it with better quality .i will be thankful.today is last day. ||| good and quality product. overall good quality product. like it and recommend it. ||| excellent product i trust the philips iron and this has delivered as expected. ||| very good very nice 👌👌 ||| easy to use पसंद है ||| better in performance good,8
B009VCGPSY,"HP X1000 Wired USB Mouse with 3 Handy Buttons, Fast-Moving Scroll Wheel and Optical Sensor works on most Surfaces (H2C21AA, Black/Grey)","Computers&Accessories|Accessories&Peripherals|Keyboards,Mice&InputDevices|Mice",269.0,649.0,4.3,8,434520.0,46.5,decent mouse from trusted brand the mouse is decent for its price of 269i don't usually use windows i'm using this on my linux os and its works fine on arch linux so i'm sure it will work fine on any debian-based distro as well.first impression - the size is a bit smaller so it will take time to get used to it the scroll wheel is little wobbly buttons travel of the button is bit too much considering its small form factor*i will update my review after using it* ||| value for money i have been searching for this kind of small mouse which is very handy to use. value for money. ||| good just good as in this price range ||| average mouse. this is nice product in low cost. ||| good given price ||| cute better one definitely. ||| its a good mouse for normal usage... loved it.💕 little one ||| hp x1000 wired usb mouse overall good product,8
